Title,Features.Handheld?,Features.Max Players,Features.Multiplatform?,Features.Online?,Metadata.Genres,Metadata.Licensed?,Metadata.Publishers,Metadata.Sequel?,Metrics.Review Score,Metrics.Sales,Metrics.Used Price,Release.Console,id
Namco Museum: Virtual Arcade,True,1,True,True,"Action,Racing / Driving",True,Namco,True,63,0.24,17.95,X360,2015
NASCAR 09,True,1,True,True,"Racing / Driving,Sports",True,EA,True,69,0.24,19.95,X360,2016
Turning Point: Fall of Liberty,True,1,True,True,Action,True,,True,43,0.24,7.95,X360,2017
Summer Athletics 2009,True,4,True,True,Sports,True,,True,56,0.23,19.95,Nintendo Wii,2018
Unreal Tournament III,True,2,True,True,Action,True,Midway,True,82,0.23,14.95,X360,2019
Shaun White Snowboarding,True,1,True,True,"Racing / Driving,Sports",True,Ubisoft,True,63,0.23,16.95,Nintendo DS,2020
Dark Sector,True,1,True,True,Action,True,,True,72,0.23,14.95,PlayStation 3,2021
The Last Remnant,True,1,True,True,Role-Playing (RPG),True,SquareEnix,True,66,0.23,14.95,X360,2022
Dragon Ball Z: Burst Limit,True,2,True,True,Action,True,"Atari,Namco",True,71,0.22,19.95,PlayStation 3,2023
NASCAR 09,True,1,True,True,"Racing / Driving,Sports",True,EA,True,65,0.22,22.95,PlayStation 3,2024
Turning Point: Fall of Liberty,True,1,True,True,Action,True,,True,42,0.22,7.95,PlayStation 3,2025
MX vs. ATV Untamed,True,1,True,True,Racing / Driving,True,THQ,True,70,0.22,24.95,Nintendo Wii,2026
Crash: Mind over Mutant,True,1,True,True,Action,True,,True,60,0.22,24.95,X360,2027
The Incredible Hulk,True,1,True,True,Action,True,Sega,True,55,0.22,17.95,X360,2028
Silent Hill: Homecoming,True,1,True,True,Action,True,Konami,True,70,0.22,17.95,X360,2029
TNA iMPACT!,True,4,True,True,Sports,True,Midway,True,64,0.21,12.95,PlayStation 3,2030
The Incredible Hulk,True,1,True,True,Action,True,Sega,True,55,0.21,16.95,PlayStation 3,2031
Kung Fu Panda,True,1,True,True,Action,True,Activision,True,76,0.21,19.95,PlayStation 3,2032
Dark Sector,True,1,True,True,Action,True,,True,72,0.21,13.95,X360,2033
Tales of Symphonia: Dawn of the New World,True,4,True,True,Role-Playing (RPG),True,Namco,True,68,0.2,24.95,Nintendo Wii,2034
Valkyrie Profile: Covenant of the Plume,True,1,True,True,"Role-Playing (RPG),Strategy",True,SquareEnix,True,74,0.2,24.95,Nintendo DS,2035
Spider-Man: Web of Shadows,True,1,True,True,Action,True,Activision,True,67,0.2,24.95,PlayStation 3,2036
TV Show King,True,4,True,True,Strategy,True,,True,65,0.19,17.95,Nintendo Wii,2037
AC/DC Live: Rock Band - Track Pack,True,4,True,True,"Action,Simulation",True,,True,63,0.19,14.95,X360,2038
The Chronicles of Narnia: Prince Caspian,True,1,True,True,Role-Playing (RPG),True,Disney,True,54,0.19,10.95,Nintendo DS,2039
Hot Shots Golf: Open Tee 2,True,1,True,True,Sports,True,Sony,True,82,0.19,14.95,Sony PSP,2040
AC/DC Live: Rock Band - Track Pack,True,1,True,True,"Action,Simulation",True,,True,60,0.19,14.95,PlayStation 3,2041
Harvest Moon: Magical Melody,True,4,True,True,"Role-Playing (RPG),Simulation",True,,True,69,0.18,23.95,Nintendo Wii,2042
Dynasty Warriors 6,True,2,True,True,"Action,Strategy",True,,True,59,0.18,24.95,PlayStation 3,2043
Order Up!,True,1,True,True,"Action,Simulation",True,,True,76,0.18,17.95,Nintendo Wii,2044
NBA Ballers: Chosen One,True,4,True,True,Sports,True,Midway,True,55,0.17,9.95,X360,2045
Age of Empires: Mythologies,True,1,True,True,Strategy,True,THQ,True,78,0.17,17.95,Nintendo DS,2046
LocoRoco 2,True,1,True,True,"Action,Strategy",True,Sony,True,85,0.17,11.95,Sony PSP,2047
Star Ocean: First Departure,True,1,True,True,"Action,Role-Playing (RPG)",True,SquareEnix,True,74,0.17,17.95,Sony PSP,2048
Lost: Via Domus,True,1,True,True,"Action,Adventure",True,Ubisoft,True,54,0.17,16.95,PlayStation 3,2049
Tetris Party,True,4,True,True,Strategy,True,,True,75,0.16,24.95,Nintendo Wii,2050
Bully: Scholarship Edition,True,2,True,True,"Action,Adventure",True,Rockstar,True,83,0.16,17.95,Nintendo Wii,2051
The Spiderwick Chronicles,True,2,True,True,"Action,Adventure",True,,True,62,0.16,16.95,Nintendo Wii,2052
Dynasty Warriors 6,True,2,True,True,"Action,Strategy",True,,True,60,0.16,24.95,X360,2053
Facebreaker,True,2,True,True,Sports,True,EA,True,54,0.16,12.95,X360,2054
Ninja Gaiden: Dragon Sword,True,1,True,True,Action,True,,True,83,0.16,12.95,Nintendo DS,2055
Condemned 2: Bloodshot,True,1,True,True,"Action,Adventure",True,Sega,True,82,0.16,14.95,PlayStation 3,2056
Silent Hill: Homecoming,True,1,True,True,Action,True,Konami,True,71,0.16,17.95,PlayStation 3,2057
Command & Conquer: Red Alert 3,True,1,True,True,Strategy,True,EA,True,77,0.16,14.95,X360,2058
Viking: Battle for Asgard,True,1,True,True,Action,True,Sega,True,68,0.16,14.95,X360,2059
Beijing 2008,True,4,True,True,Sports,True,Sega,True,60,0.15,14.95,X360,2060
Don King Presents: Prizefighter,True,2,True,True,Sports,True,2K,True,56,0.15,14.95,X360,2061
Bomberman,True,1,True,True,"Action,Strategy",True,,True,73,0.15,12.95,Sony PSP,2062
Ferrari Challenge Trofeo Pirelli,True,1,True,True,Racing / Driving,True,,True,71,0.15,17.95,PlayStation 3,2063
Command & Conquer 3: Kane's Wrath,True,1,True,True,Strategy,True,EA,True,75,0.15,17.95,X360,2064
Lost: Via Domus,True,1,True,True,"Action,Adventure",True,Ubisoft,True,55,0.15,17.95,X360,2065
NHL 2K9 ,True,1,True,True,Sports,True,2K,True,69,0.15,14.95,X360,2066
Eternal Sonata,True,2,True,True,Role-Playing (RPG),True,Namco,True,80,0.14,24.95,PlayStation 3,2067
Viva Pi$?ata: Trouble in Paradise,True,2,True,True,"Racing / Driving,Simulation,Strategy",True,Microsoft,True,82,0.14,17.95,X360,2068
FlatOut: Head On,True,1,True,True,"Racing / Driving,Sports",True,,True,74,0.14,9.95,Sony PSP,2069
Viking: Battle for Asgard,True,1,True,True,Action,True,Sega,True,65,0.14,16.95,PlayStation 3,2070
Neopets Puzzle Adventure,True,1,True,True,"Role-Playing (RPG),Strategy",True,Capcom,True,52,0.14,14.95,Nintendo Wii,2071
TNA iMPACT!,True,1,True,True,Sports,True,Midway,True,43,0.14,14.95,Nintendo Wii,2072
Tomb Raider: Underworld,True,1,True,True,Action,True,Eidos,True,70,0.14,17.95,Nintendo Wii,2073
The Club,True,4,True,True,Action,True,Sega,True,76,0.13,14.95,X360,2074
The Chronicles of Narnia: Prince Caspian,True,2,True,True,"Action,Role-Playing (RPG)",True,Disney,True,56,0.13,14.95,X360,2075
Cabela's Dangerous Hunts 2009,True,1,True,True,Sports,True,Activision,True,42,0.13,19.95,X360,2076
Dark Messiah of Might and Magic: Elements,True,1,True,True,"Action,Role-Playing (RPG)",True,Ubisoft,True,52,0.13,17.95,X360,2077
Fracture,True,1,True,True,Action,True,,True,63,0.13,14.95,X360,2078
Bomberman Land,True,4,True,True,Action,True,,True,57,0.12,19.95,Nintendo Wii,2079
Nitrobike,True,4,True,True,"Action,Racing / Driving,Sports",True,Ubisoft,True,49,0.12,14.95,Nintendo Wii,2080
Culdcept Saga,True,4,True,True,Strategy,True,Namco,True,75,0.12,17.95,X360,2081
Facebreaker,True,2,True,True,Sports,True,,True,53,0.12,14.95,PlayStation 3,2082
MLB Power Pros 2008,True,2,True,True,Sports,True,2K,True,83,0.12,22.95,Nintendo Wii,2083
Mushroom Men: The Spore Wars,True,2,True,True,Action,True,,True,72,0.12,17.95,Nintendo Wii,2084
Dragon Quest V: Hand of the Heavenly Bride,True,1,True,True,Role-Playing (RPG),True,SquareEnix,True,84,0.12,29.95,Nintendo DS,2085
Ninjatown,True,1,True,True,Strategy,True,,True,80,0.12,19.95,Nintendo DS,2086
Super Dodgeball Brawlers,True,1,True,True,"Action,Sports",True,,True,65,0.12,19.95,Nintendo DS,2087
Dokapon Kingdom,True,1,True,True,"Role-Playing (RPG),Strategy",True,,True,72,0.12,17.95,Nintendo Wii,2088
Alone in the Dark,True,1,True,True,"Action,Adventure,Racing / Driving",True,Atari,True,58,0.12,14.95,X360,2089
NBA 09: The Inside,True,4,True,True,Sports,True,Sony,True,63,0.11,14.95,PlayStation 3,2090
Sega Superstars Tennis,True,4,True,True,Sports,True,Sega,True,67,0.11,16.95,PlayStation 3,2091
Baja: Edge of Control,True,4,True,True,"Racing / Driving,Simulation,Sports",True,THQ,True,65,0.11,16.95,X360,2092
Destroy All Humans! Big Willy Unleashed,True,2,True,True,Adventure,True,THQ,True,53,0.11,17.95,Nintendo Wii,2093
Space Invaders Extreme,True,1,True,True,Action,True,SquareEnix,True,85,0.11,16.95,Nintendo DS,2094
Ultimate Band,True,1,True,True,"Action,Simulation",True,Disney,True,69,0.11,14.95,Nintendo DS,2095
The Club,True,4,True,True,Action,True,Sega,True,72,0.1,14.95,PlayStation 3,2096
Madagascar: Escape 2 Africa,True,4,True,True,Action,True,Activision,True,58,0.1,24.95,PlayStation 3,2097
NBA Ballers: Chosen One,True,4,True,True,Sports,True,Midway,True,54,0.1,14.95,PlayStation 3,2098
Dream Pinball 3D,True,4,True,True,Simulation,True,,True,54,0.1,16.95,Nintendo Wii,2099
Madagascar: Escape 2 Africa,True,4,True,True,Action,True,Activision,True,62,0.1,19.95,X360,2100
Pro Evolution Soccer 2008,True,2,True,True,Sports,True,Konami,True,83,0.1,17.95,Nintendo Wii,2101
Avalon Code,True,1,True,True,"Action,Adventure,Role-Playing (RPG)",True,,True,71,0.1,27.95,Nintendo DS,2102
Disgaea DS,True,1,True,True,"Role-Playing (RPG),Strategy",True,,True,82,0.1,24.95,Nintendo DS,2103
Guitar Rock Tour,True,1,True,True,Simulation,True,,True,60,0.1,13.95,Nintendo DS,2104
Lost in Blue 3,True,1,True,True,Role-Playing (RPG),True,Konami,True,59,0.1,17.95,Nintendo DS,2105
Syberia,True,1,True,True,Adventure,True,,True,52,0.1,23.95,Nintendo DS,2106
Afrika,True,1,True,True,"Adventure,Simulation",True,Sony,True,63,0.1,47.95,PlayStation 3,2107
NFL Head Coach 09,True,1,True,True,"Simulation,Sports,Strategy",True,EA,True,64,0.1,14.95,PlayStation 3,2108
NHL 2K9,True,1,True,True,Sports,True,2K,True,70,0.1,14.95,PlayStation 3,2109
Brothers in Arms: Double Time,True,1,True,True,"Action,Strategy",True,Ubisoft,True,45,0.1,17.95,Nintendo Wii,2110
ObsCure: The Aftermath,True,1,True,True,Action,True,,True,53,0.1,16.95,Nintendo Wii,2111
MotoGP 08,True,1,True,True,"Racing / Driving,Simulation,Sports",True,,True,68,0.1,16.95,X360,2112
NFL Head Coach 09,True,1,True,True,"Simulation,Sports,Strategy",True,EA,True,67,0.1,12.95,X360,2113
NFL Tour,True,1,True,True,"Action,Sports",True,EA,True,49,0.1,12.95,X360,2114
Pinball Hall of Fame: The Williams Collection,True,4,True,True,Simulation,True,,True,78,0.09,17.95,Sony PSP,2115
Baja: Edge of Control,True,4,True,True,"Racing / Driving,Simulation,Sports",True,THQ,True,61,0.09,17.95,PlayStation 3,2116
NFL Tour,True,4,True,True,"Action,Sports",True,EA,True,45,0.09,14.95,PlayStation 3,2117
Wall-E,True,4,True,True,Action,True,THQ,True,51,0.09,17.95,PlayStation 3,2118
Ninja Reflex,True,4,True,True,Action,True,EA,True,49,0.09,14.95,Nintendo Wii,2119
Conflict: Denied Ops,True,4,True,True,Action,True,Eidos,True,52,0.09,12.95,X360,2120
Top Spin 3,True,4,True,True,Sports,True,2K,True,78,0.09,19.95,X360,2121
Blitz: The League II,True,2,True,True,"Action,Sports",True,Midway,True,62,0.09,14.95,PlayStation 3,2122
Hellboy: The Science of Evil,True,2,True,True,"Action,Adventure",True,Konami,True,47,0.09,16.95,PlayStation 3,2123
Castlevania Judgment,True,2,True,True,Action,True,Konami,True,49,0.09,17.95,Nintendo Wii,2124
Death Jr. II: Root of Evil,True,2,True,True,Action,True,Eidos,True,71,0.09,17.95,Nintendo Wii,2125
Raiden IV,True,2,True,True,Action,True,,True,63,0.09,32.95,X360,2126
Metal Slug 7,True,1,True,True,Action,True,,True,70,0.09,17.95,Nintendo DS,2127
Spider-Man: Web of Shadows,True,1,True,True,Action,True,Activision,True,77,0.09,15.95,Nintendo DS,2128
Trauma Center: Under The Knife 2,True,1,True,True,"Action,Simulation",True,,True,79,0.09,19.95,Nintendo DS,2129
Fracture,True,1,True,True,Action,True,,True,62,0.09,14.95,PlayStation 3,2130
Alone in the Dark,True,1,True,True,"Action,Adventure,Racing / Driving",True,Atari,True,39,0.09,14.95,Nintendo Wii,2131
Final Fantasy Fables: Chocobo's Dungeon,True,1,True,True,"Action,Role-Playing (RPG)",True,SquareEnix,True,76,0.09,17.95,Nintendo Wii,2132
The King of Fighters Collection: The Orochi Saga,True,1,True,True,Action,True,,True,70,0.09,17.95,Nintendo Wii,2133
Klonoa: Door to Phantomile,True,1,True,True,Action,True,Namco,True,77,0.09,17.95,Nintendo Wii,2134
Samurai Warriors: Katana,True,1,True,True,Action,True,,True,53,0.09,17.95,Nintendo Wii,2135
Battle of the Bands,True,2,True,True,"Action,Simulation",True,THQ,True,58,0.08,14.95,Nintendo Wii,2136
Hellboy: The Science of Evil,True,2,True,True,"Action,Adventure",True,Konami,True,44,0.08,14.95,X360,2137
Dragon Ball: Origins,True,1,True,True,"Action,Adventure",True,Atari,True,78,0.08,15.95,Nintendo DS,2138
Ninja Reflex,True,1,True,True,Action,True,EA,True,54,0.08,12.95,Nintendo DS,2139
Space Bust-A-Move,True,1,True,True,Strategy,True,SquareEnix,True,71,0.08,17.95,Nintendo DS,2140
Top Spin 3,True,1,True,True,Sports,True,2K,True,75,0.08,24.95,PlayStation 3,2141
UEFA Euro 2008,True,7,True,True,Sports,True,EA,True,79,0.07,17.95,PlayStation 3,2142
"Blast Works: Build, Trade, Destroy",True,4,True,True,Action,True,,True,78,0.07,14.95,Nintendo Wii,2143
FIFA Street 3,True,4,True,True,Sports,True,EA,True,63,0.07,14.95,X360,2144
Blitz: The League II,True,2,True,True,"Action,Sports",True,Midway,True,68,0.07,12.95,X360,2145
Space Chimps,True,2,True,True,"Action,Adventure",True,,True,57,0.07,14.95,X360,2146
The Spiderwick Chronicles,True,2,True,True,"Action,Adventure",True,,True,59,0.07,14.95,X360,2147
Etrian Odyssey II: Heroes of Lagaard,True,1,True,True,Role-Playing (RPG),True,,True,82,0.07,24.95,Nintendo DS,2148
Line Rider 2: Unbound,True,1,True,True,"Simulation,Sports",True,,True,59,0.07,8.95,Nintendo DS,2149
The King of Fighters Collection: The Orochi Saga,True,1,True,True,Action,True,,True,61,0.07,17.95,Sony PSP,2150
Target: Terror,True,1,True,True,Action,True,Konami,True,33,0.07,17.95,Nintendo Wii,2151
Legendary,True,1,True,True,Action,True,Atari,True,47,0.07,17.95,X360,2152
Universe at War: Earth Assault,True,1,True,True,"Action,Strategy",True,Sega,True,66,0.07,14.95,X360,2153
Smash Court Tennis 3,True,4,True,True,"Simulation,Sports",True,Atari,True,55,0.06,14.95,X360,2154
Code Lyoko: Fall of X.A.N.A,True,1,True,True,"Action,Role-Playing (RPG)",True,,True,51,0.06,14.95,Nintendo DS,2155
Knights in the Nightmare,True,1,True,True,"Role-Playing (RPG),Strategy",True,,True,76,0.06,29.95,Nintendo DS,2156
Lock's Quest,True,1,True,True,"Action,Adventure,Strategy",True,THQ,True,80,0.06,14.95,Nintendo DS,2157
Master of the Monster Lair,True,1,True,True,Role-Playing (RPG),True,,True,63,0.06,14.95,Nintendo DS,2158
N+,True,1,True,True,Action,True,Atari,True,82,0.06,14.95,Nintendo DS,2159
Pipe Mania,True,1,True,True,Strategy,True,,True,71,0.06,14.95,Nintendo DS,2160
The Spiderwick Chronicles,True,1,True,True,Role-Playing (RPG),True,,True,60,0.06,12.95,Nintendo DS,2161
Summon Night: Twin Age,True,1,True,True,Role-Playing (RPG),True,,True,73,0.06,24.95,Nintendo DS,2162
Wild Arms XF,True,1,True,True,Role-Playing (RPG),True,,True,64,0.06,17.95,Sony PSP,2163
FIFA Street 3,True,1,True,True,Sports,True,EA,True,63,0.06,17.95,PlayStation 3,2164
MotoGP 08,True,1,True,True,"Racing / Driving,Simulation,Sports",True,,True,65,0.06,17.95,PlayStation 3,2165
Harvey Birdman: Attorney at Law,True,1,True,True,Adventure,True,Capcom,True,60,0.06,14.95,Nintendo Wii,2166
Let's Tap,True,1,True,True,Simulation,True,Sega,True,70,0.06,17.95,Nintendo Wii,2167
NHL 2K9,True,1,True,True,Sports,True,2K,True,65,0.06,14.95,Nintendo Wii,2168
Conflict: Denied Ops,True,4,True,True,Action,True,Eidos,True,51,0.05,17.95,PlayStation 3,2169
Worms: A Space Oddity,True,4,True,True,"Action,Strategy",True,THQ,True,64,0.05,17.95,Nintendo Wii,2170
UEFA Euro 2008,True,4,True,True,Sports,True,EA,True,80,0.05,14.95,X360,2171
Overlord: Raising Hell,True,2,True,True,"Action,Strategy",True,,True,72,0.05,17.95,PlayStation 3,2172
Battle Fantasia,True,2,True,True,"Action,Role-Playing (RPG)",True,,True,71,0.05,22.95,X360,2173
Bangai-O Spirits,True,1,True,True,Action,True,,True,83,0.05,14.95,Nintendo DS,2174
Dungeon Explorer: Warriors of Ancient Arts,True,1,True,True,"Action,Role-Playing (RPG)",True,,True,60,0.05,17.95,Nintendo DS,2175
From the Abyss,True,1,True,True,"Action,Role-Playing (RPG)",True,,True,60,0.05,19.95,Nintendo DS,2176
New International Track & Field,True,1,True,True,"Action,Sports",True,Konami,True,73,0.05,14.95,Nintendo DS,2177
Soul Bubbles,True,1,True,True,Strategy,True,Eidos,True,78,0.05,14.95,Nintendo DS,2178
Tropix!,True,1,True,True,Action,True,,True,59,0.05,23.95,Nintendo DS,2179
Unsolved Crimes,True,1,True,True,"Action,Adventure,Racing / Driving",True,,True,66,0.05,17.95,Nintendo DS,2180
Zubo,True,1,True,True,"Adventure,Role-Playing (RPG),Strategy",True,EA,True,75,0.05,14.95,Nintendo DS,2181
Ford Racing Off Road,True,1,True,True,Racing / Driving,True,,True,47,0.05,12.95,Sony PSP,2182
Harvey Birdman: Attorney at Law,True,1,True,True,Adventure,True,Capcom,True,62,0.05,14.95,Sony PSP,2183
Secret Agent Clank,True,1,True,True,Action,True,Sony,True,72,0.05,23.95,Sony PSP,2184
Space Invaders Extreme,True,1,True,True,Action,True,SquareEnix,True,84,0.05,16.95,Sony PSP,2185
Armored Core: For Answer,True,1,True,True,Action,True,Ubisoft,True,62,0.05,29.95,PlayStation 3,2186
Legendary,True,1,True,True,Action,True,Atari,True,50,0.05,19.95,PlayStation 3,2187
Agatha Christie: Evil Under the Sun,True,1,True,True,Adventure,True,,True,46,0.05,17.95,Nintendo Wii,2188
Agatha Christie: And Then There Were None,True,1,True,True,Adventure,True,,True,50,0.05,17.95,Nintendo Wii,2189
Armored Core: For Answer,True,1,True,True,Action,True,Ubisoft,True,64,0.05,24.95,X360,2190
Cradle of Rome,True,1,True,True,Strategy,True,,True,63,0.04,17.95,Nintendo DS,2191
The Dark Spire,True,1,True,True,"Adventure,Role-Playing (RPG)",True,,True,69,0.04,24.95,Nintendo DS,2192
"Flower, Sun and Rain",True,1,True,True,Adventure,True,,True,54,0.04,23.95,Nintendo DS,2193
Insecticide,True,1,True,True,"Action,Adventure",True,,True,55,0.04,12.95,Nintendo DS,2194
Izuna 2: The Unemployed Ninja Returns,True,1,True,True,Role-Playing (RPG),True,,True,65,0.04,17.95,Nintendo DS,2195
Looney Tunes: Cartoon Conductor,True,1,True,True,Action,True,Eidos,True,67,0.04,13.95,Nintendo DS,2196
Nanostray 2,True,1,True,True,Action,True,,True,75,0.04,12.95,Nintendo DS,2197
Hellboy: The Science of Evil,True,1,True,True,Action,True,Konami,True,42,0.04,14.95,Sony PSP,2198
Pipe Mania,True,1,True,True,Strategy,True,,True,74,0.04,12.95,Sony PSP,2199
UEFA Euro 2008,True,1,True,True,Sports,True,EA,True,68,0.04,19.95,Sony PSP,2200
Vampire Rain,True,1,True,True,Action,True,,True,30,0.04,24.95,PlayStation 3,2201
Baroque,True,1,True,True,"Action,Role-Playing (RPG)",True,,True,50,0.04,19.95,Nintendo Wii,2202
Supreme Commander,True,1,True,True,Strategy,True,,True,56,0.04,17.95,X360,2203
Hail to the Chimp,True,4,True,True,"Action,Strategy",True,,True,52,0.03,16.95,X360,2204
Assassin's Creed: Altar's Chronicles,True,1,True,True,Action,True,Ubisoft,True,58,0.03,11.95,Nintendo DS,2205
The Legend of Kage 2,True,1,True,True,Action,True,SquareEnix,True,70,0.03,14.95,Nintendo DS,2206
Rhapsody: A Musical Adventure,True,1,True,True,Role-Playing (RPG),True,,True,67,0.03,12.95,Nintendo DS,2207
Secret Files: Tunguska,True,1,True,True,Adventure,True,,True,71,0.03,17.95,Nintendo DS,2208
Fading Shadows,True,1,True,True,"Action,Adventure",True,,True,62,0.03,17.95,Sony PSP,2209
Hail to the Chimp,True,1,True,True,"Action,Strategy",True,,True,51,0.03,15.95,PlayStation 3,2210
Secret Files: Tunguska,True,2,True,True,Adventure,True,,True,64,0.02,17.95,Nintendo Wii,2211
Chicken Hunter,True,1,True,True,Action,True,,True,39,0.02,17.95,Nintendo DS,2212
